city,pollutant,unit,year,month,date,value
St. Catharines–Niagara,NO2,ppb,1994,4,1994-04-01,17.99
St. Catharines–Niagara,NO2,ppb,1994,5,1994-05-01,15.16
St. Catharines–Niagara,NO2,ppb,1994,6,1994-06-01,13.33
St. Catharines–Niagara,NO2,ppb,1994,7,1994-07-01,12.2
St. Catharines–Niagara,NO2,ppb,1994,8,1994-08-01,11.79
St. Catharines–Niagara,NO2,ppb,1994,9,1994-09-01,12.62
St. Catharines–Niagara,NO2,ppb,1994,10,1994-10-01,16.26
St. Catharines–Niagara,NO2,ppb,1994,11,1994-11-01,14.18
St. Catharines–Niagara,NO2,ppb,1994,12,1994-12-01,21.35
St. Catharines–Niagara,NO2,ppb,1995,1,1995-01-01,13.7
St. Catharines–Niagara,NO2,ppb,1995,2,1995-02-01,17.15
St. Catharines–Niagara,NO2,ppb,1995,3,1995-03-01,18.62
St. Catharines–Niagara,NO2,ppb,1995,4,1995-04-01,12.7
St. Catharines–Niagara,NO2,ppb,1995,5,1995-05-01,12.47
St. Catharines–Niagara,NO2,ppb,1995,6,1995-06-01,13.2
St. Catharines–Niagara,NO2,ppb,1995,7,1995-07-01,9.69
St. Catharines–Niagara,NO2,ppb,1995,8,1995-08-01,11.91
St. Catharines–Niagara,NO2,ppb,1995,9,1995-09-01,13.64
St. Catharines–Niagara,NO2,ppb,1995,10,1995-10-01,13.82
St. Catharines–Niagara,NO2,ppb,1995,11,1995-11-01,14.92
St. Catharines–Niagara,NO2,ppb,1995,12,1995-12-01,13.81
St. Catharines–Niagara,NO2,ppb,1996,1,1996-01-01,17.59
St. Catharines–Niagara,NO2,ppb,1996,2,1996-02-01,17.62
St. Catharines–Niagara,NO2,ppb,1996,3,1996-03-01,21.02
St. Catharines–Niagara,NO2,ppb,1996,4,1996-04-01,13.34
St. Catharines–Niagara,NO2,ppb,1996,5,1996-05-01,13.02
St. Catharines–Niagara,NO2,ppb,1996,6,1996-06-01,10.04
St. Catharines–Niagara,NO2,ppb,1996,9,1996-09-01,15.49
St. Catharines–Niagara,NO2,ppb,1996,10,1996-10-01,13.9
St. Catharines–Niagara,NO2,ppb,1996,11,1996-11-01,17.34
St. Catharines–Niagara,NO2,ppb,1996,12,1996-12-01,20.13
St. Catharines–Niagara,NO2,ppb,1997,1,1997-01-01,16.68
St. Catharines–Niagara,NO2,ppb,1997,2,1997-02-01,10.97
St. Catharines–Niagara,NO2,ppb,1997,3,1997-03-01,15.8
St. Catharines–Niagara,NO2,ppb,1997,4,1997-04-01,17.16
St. Catharines–Niagara,NO2,ppb,1997,5,1997-05-01,13.65
St. Catharines–Niagara,NO2,ppb,1997,6,1997-06-01,14.5
St. Catharines–Niagara,NO2,ppb,1997,7,1997-07-01,10.87
St. Catharines–Niagara,NO2,ppb,1997,8,1997-08-01,12.33
St. Catharines–Niagara,NO2,ppb,1997,9,1997-09-01,10.87
St. Catharines–Niagara,NO2,ppb,1997,10,1997-10-01,11.5
St. Catharines–Niagara,NO2,ppb,1997,11,1997-11-01,14.08
St. Catharines–Niagara,NO2,ppb,1997,12,1997-12-01,15.58
St. Catharines–Niagara,NO2,ppb,1998,1,1998-01-01,15.77
St. Catharines–Niagara,NO2,ppb,1998,2,1998-02-01,21.08
St. Catharines–Niagara,NO2,ppb,1998,3,1998-03-01,15.18
St. Catharines–Niagara,NO2,ppb,1998,4,1998-04-01,14.4
St. Catharines–Niagara,NO2,ppb,1998,6,1998-06-01,10.71
St. Catharines–Niagara,NO2,ppb,1998,7,1998-07-01,14.07
St. Catharines–Niagara,NO2,ppb,1998,8,1998-08-01,16.52
St. Catharines–Niagara,NO2,ppb,1998,9,1998-09-01,16.67
St. Catharines–Niagara,NO2,ppb,1998,10,1998-10-01,15.01
St. Catharines–Niagara,NO2,ppb,1998,11,1998-11-01,15.2
St. Catharines–Niagara,NO2,ppb,1998,12,1998-12-01,20.05
St. Catharines–Niagara,NO2,ppb,1999,1,1999-01-01,21.21
St. Catharines–Niagara,NO2,ppb,1999,2,1999-02-01,20.09
St. Catharines–Niagara,NO2,ppb,1999,3,1999-03-01,19.88
St. Catharines–Niagara,NO2,ppb,1999,6,1999-06-01,12.3
St. Catharines–Niagara,NO2,ppb,1999,7,1999-07-01,14.05
St. Catharines–Niagara,NO2,ppb,1999,8,1999-08-01,14.73
St. Catharines–Niagara,NO2,ppb,1999,9,1999-09-01,17.85
St. Catharines–Niagara,NO2,ppb,1999,10,1999-10-01,12.17
St. Catharines–Niagara,NO2,ppb,1999,11,1999-11-01,9.32
St. Catharines–Niagara,NO2,ppb,1999,12,1999-12-01,16.35
St. Catharines–Niagara,NO2,ppb,2000,1,2000-01-01,14.71
St. Catharines–Niagara,NO2,ppb,2000,2,2000-02-01,21.39
St. Catharines–Niagara,NO2,ppb,2000,3,2000-03-01,18.92
St. Catharines–Niagara,NO2,ppb,2000,4,2000-04-01,19.43
St. Catharines–Niagara,NO2,ppb,2000,5,2000-05-01,16.31
St. Catharines–Niagara,NO2,ppb,2000,6,2000-06-01,15.23
St. Catharines–Niagara,NO2,ppb,2000,7,2000-07-01,14.19
St. Catharines–Niagara,NO2,ppb,2000,8,2000-08-01,14.21
St. Catharines–Niagara,NO2,ppb,2000,9,2000-09-01,14.51
St. Catharines–Niagara,NO2,ppb,2000,10,2000-10-01,17.28
St. Catharines–Niagara,NO2,ppb,2000,11,2000-11-01,17.22
St. Catharines–Niagara,NO2,ppb,2000,12,2000-12-01,20.15
St. Catharines–Niagara,NO2,ppb,2001,1,2001-01-01,18.83
St. Catharines–Niagara,NO2,ppb,2001,2,2001-02-01,11.62
St. Catharines–Niagara,NO2,ppb,2001,3,2001-03-01,20.44
St. Catharines–Niagara,NO2,ppb,2001,4,2001-04-01,20.65
St. Catharines–Niagara,NO2,ppb,2001,5,2001-05-01,20.68
St. Catharines–Niagara,NO2,ppb,2001,8,2001-08-01,15.31
St. Catharines–Niagara,NO2,ppb,2001,9,2001-09-01,27.27
St. Catharines–Niagara,NO2,ppb,2001,10,2001-10-01,36.62
St. Catharines–Niagara,NO2,ppb,2001,11,2001-11-01,21.27
St. Catharines–Niagara,NO2,ppb,2001,12,2001-12-01,18.86
St. Catharines–Niagara,NO2,ppb,2005,3,2005-03-01,19.9
St. Catharines–Niagara,NO2,ppb,2005,4,2005-04-01,15.9
St. Catharines–Niagara,NO2,ppb,2005,5,2005-05-01,13.8
St. Catharines–Niagara,NO2,ppb,2005,6,2005-06-01,10.4
St. Catharines–Niagara,NO2,ppb,2005,7,2005-07-01,9.4
St. Catharines–Niagara,NO2,ppb,2005,8,2005-08-01,10.2
St. Catharines–Niagara,NO2,ppb,2005,9,2005-09-01,10.5
St. Catharines–Niagara,NO2,ppb,2005,10,2005-10-01,11.9
St. Catharines–Niagara,NO2,ppb,2005,11,2005-11-01,13.7
St. Catharines–Niagara,NO2,ppb,2005,12,2005-12-01,18.2
St. Catharines–Niagara,NO2,ppb,2006,1,2006-01-01,15.6
St. Catharines–Niagara,NO2,ppb,2006,2,2006-02-01,13.4
St. Catharines–Niagara,NO2,ppb,2006,3,2006-03-01,12.5
St. Catharines–Niagara,NO2,ppb,2006,4,2006-04-01,12.7
St. Catharines–Niagara,NO2,ppb,2006,5,2006-05-01,11.3
St. Catharines–Niagara,NO2,ppb,2006,6,2006-06-01,9.8
St. Catharines–Niagara,NO2,ppb,2006,7,2006-07-01,7.7
St. Catharines–Niagara,NO2,ppb,2006,8,2006-08-01,9.0
St. Catharines–Niagara,NO2,ppb,2006,9,2006-09-01,9.4
St. Catharines–Niagara,NO2,ppb,2006,10,2006-10-01,10.8
St. Catharines–Niagara,NO2,ppb,2006,11,2006-11-01,15.6
St. Catharines–Niagara,NO2,ppb,2006,12,2006-12-01,12.9
St. Catharines–Niagara,NO2,ppb,2007,1,2007-01-01,12.7
St. Catharines–Niagara,NO2,ppb,2007,2,2007-02-01,14.2
St. Catharines–Niagara,NO2,ppb,2007,3,2007-03-01,14.0
St. Catharines–Niagara,NO2,ppb,2007,4,2007-04-01,12.0
St. Catharines–Niagara,NO2,ppb,2007,5,2007-05-01,13.0
St. Catharines–Niagara,NO2,ppb,2007,6,2007-06-01,8.5
St. Catharines–Niagara,NO2,ppb,2007,7,2007-07-01,9.8
St. Catharines–Niagara,NO2,ppb,2007,8,2007-08-01,9.5
St. Catharines–Niagara,NO2,ppb,2007,9,2007-09-01,12.1
St. Catharines–Niagara,NO2,ppb,2007,10,2007-10-01,12.4
St. Catharines–Niagara,NO2,ppb,2007,11,2007-11-01,13.1
St. Catharines–Niagara,NO2,ppb,2007,12,2007-12-01,12.7
St. Catharines–Niagara,NO2,ppb,2008,1,2008-01-01,11.9
St. Catharines–Niagara,NO2,ppb,2008,2,2008-02-01,12.7
St. Catharines–Niagara,NO2,ppb,2008,3,2008-03-01,12.3
St. Catharines–Niagara,NO2,ppb,2008,4,2008-04-01,13.0
St. Catharines–Niagara,NO2,ppb,2008,5,2008-05-01,9.0
St. Catharines–Niagara,NO2,ppb,2008,6,2008-06-01,6.8
St. Catharines–Niagara,NO2,ppb,2008,7,2008-07-01,7.1
St. Catharines–Niagara,NO2,ppb,2008,8,2008-08-01,8.2
St. Catharines–Niagara,NO2,ppb,2008,9,2008-09-01,9.4
St. Catharines–Niagara,NO2,ppb,2008,10,2008-10-01,10.3
St. Catharines–Niagara,NO2,ppb,2008,11,2008-11-01,13.6
St. Catharines–Niagara,NO2,ppb,2008,12,2008-12-01,10.7
St. Catharines–Niagara,NO2,ppb,2009,1,2009-01-01,13.5
St. Catharines–Niagara,NO2,ppb,2009,2,2009-02-01,12.0
St. Catharines–Niagara,NO2,ppb,2009,3,2009-03-01,11.9
St. Catharines–Niagara,NO2,ppb,2009,4,2009-04-01,9.4
St. Catharines–Niagara,NO2,ppb,2009,5,2009-05-01,8.0
St. Catharines–Niagara,NO2,ppb,2009,6,2009-06-01,7.6
St. Catharines–Niagara,NO2,ppb,2009,7,2009-07-01,6.5
St. Catharines–Niagara,NO2,ppb,2009,8,2009-08-01,7.2
St. Catharines–Niagara,NO2,ppb,2009,9,2009-09-01,9.4
St. Catharines–Niagara,NO2,ppb,2009,10,2009-10-01,9.4
St. Catharines–Niagara,NO2,ppb,2009,11,2009-11-01,13.6
St. Catharines–Niagara,NO2,ppb,2009,12,2009-12-01,11.0
St. Catharines–Niagara,NO2,ppb,2010,1,2010-01-01,11.6
St. Catharines–Niagara,NO2,ppb,2010,2,2010-02-01,11.7
St. Catharines–Niagara,NO2,ppb,2010,3,2010-03-01,12.6
St. Catharines–Niagara,NO2,ppb,2010,4,2010-04-01,11.0
St. Catharines–Niagara,NO2,ppb,2010,5,2010-05-01,9.0
St. Catharines–Niagara,NO2,ppb,2010,6,2010-06-01,6.0
St. Catharines–Niagara,NO2,ppb,2010,7,2010-07-01,6.6
St. Catharines–Niagara,NO2,ppb,2010,8,2010-08-01,6.1
St. Catharines–Niagara,NO2,ppb,2010,9,2010-09-01,7.0
St. Catharines–Niagara,NO2,ppb,2010,10,2010-10-01,7.8
St. Catharines–Niagara,NO2,ppb,2010,11,2010-11-01,10.5
St. Catharines–Niagara,NO2,ppb,2010,12,2010-12-01,9.1
St. Catharines–Niagara,NO2,ppb,2011,1,2011-01-01,12.0
St. Catharines–Niagara,NO2,ppb,2011,2,2011-02-01,11.3
St. Catharines–Niagara,NO2,ppb,2011,3,2011-03-01,9.7
St. Catharines–Niagara,NO2,ppb,2011,4,2011-04-01,8.8
St. Catharines–Niagara,NO2,ppb,2011,5,2011-05-01,7.7
St. Catharines–Niagara,NO2,ppb,2011,6,2011-06-01,6.2
St. Catharines–Niagara,NO2,ppb,2011,7,2011-07-01,6.0
St. Catharines–Niagara,NO2,ppb,2011,8,2011-08-01,6.3
St. Catharines–Niagara,NO2,ppb,2011,9,2011-09-01,6.8
St. Catharines–Niagara,NO2,ppb,2011,10,2011-10-01,8.7
St. Catharines–Niagara,NO2,ppb,2011,11,2011-11-01,8.3
St. Catharines–Niagara,NO2,ppb,2011,12,2011-12-01,10.3
St. Catharines–Niagara,NO2,ppb,2012,1,2012-01-01,9.0
St. Catharines–Niagara,NO2,ppb,2012,2,2012-02-01,9.5
St. Catharines–Niagara,NO2,ppb,2012,3,2012-03-01,9.0
St. Catharines–Niagara,NO2,ppb,2012,4,2012-04-01,8.1
St. Catharines–Niagara,NO2,ppb,2012,5,2012-05-01,8.0
St. Catharines–Niagara,NO2,ppb,2012,6,2012-06-01,5.4
St. Catharines–Niagara,NO2,ppb,2012,7,2012-07-01,5.9
St. Catharines–Niagara,NO2,ppb,2012,8,2012-08-01,6.0
St. Catharines–Niagara,NO2,ppb,2012,9,2012-09-01,7.2
St. Catharines–Niagara,NO2,ppb,2012,10,2012-10-01,7.4
St. Catharines–Niagara,NO2,ppb,2012,11,2012-11-01,11.3
St. Catharines–Niagara,NO2,ppb,2012,12,2012-12-01,10.0
St. Catharines–Niagara,NO2,ppb,2013,1,2013-01-01,9.6
St. Catharines–Niagara,NO2,ppb,2013,2,2013-02-01,11.1
St. Catharines–Niagara,NO2,ppb,2013,3,2013-03-01,8.3
St. Catharines–Niagara,NO2,ppb,2013,4,2013-04-01,6.9
St. Catharines–Niagara,NO2,ppb,2013,5,2013-05-01,7.9
St. Catharines–Niagara,NO2,ppb,2013,6,2013-06-01,5.3
St. Catharines–Niagara,NO2,ppb,2013,7,2013-07-01,4.5
St. Catharines–Niagara,NO2,ppb,2013,8,2013-08-01,5.3
St. Catharines–Niagara,NO2,ppb,2013,9,2013-09-01,6.4
St. Catharines–Niagara,NO2,ppb,2013,10,2013-10-01,7.8
St. Catharines–Niagara,NO2,ppb,2013,11,2013-11-01,7.8
St. Catharines–Niagara,NO2,ppb,2013,12,2013-12-01,11.1
St. Catharines–Niagara,NO2,ppb,2014,1,2014-01-01,8.2
St. Catharines–Niagara,NO2,ppb,2014,2,2014-02-01,10.2
St. Catharines–Niagara,NO2,ppb,2014,3,2014-03-01,8.2
St. Catharines–Niagara,NO2,ppb,2014,4,2014-04-01,7.8
St. Catharines–Niagara,NO2,ppb,2014,5,2014-05-01,6.7
St. Catharines–Niagara,NO2,ppb,2014,6,2014-06-01,6.2
St. Catharines–Niagara,NO2,ppb,2014,7,2014-07-01,5.1
St. Catharines–Niagara,NO2,ppb,2014,8,2014-08-01,5.4
St. Catharines–Niagara,NO2,ppb,2014,9,2014-09-01,6.7
St. Catharines–Niagara,NO2,ppb,2014,10,2014-10-01,6.6
St. Catharines–Niagara,NO2,ppb,2014,11,2014-11-01,7.8
St. Catharines–Niagara,NO2,ppb,2014,12,2014-12-01,9.3
St. Catharines–Niagara,NO2,ppb,2015,1,2015-01-01,10.1
St. Catharines–Niagara,NO2,ppb,2015,2,2015-02-01,10.2
St. Catharines–Niagara,NO2,ppb,2015,3,2015-03-01,9.6
St. Catharines–Niagara,NO2,ppb,2015,4,2015-04-01,6.8
St. Catharines–Niagara,NO2,ppb,2015,5,2015-05-01,7.1
St. Catharines–Niagara,NO2,ppb,2015,6,2015-06-01,4.9
St. Catharines–Niagara,NO2,ppb,2015,7,2015-07-01,5.1
St. Catharines–Niagara,NO2,ppb,2015,8,2015-08-01,4.7
St. Catharines–Niagara,NO2,ppb,2015,9,2015-09-01,6.0
St. Catharines–Niagara,NO2,ppb,2015,10,2015-10-01,5.8
St. Catharines–Niagara,NO2,ppb,2015,11,2015-11-01,9.0
St. Catharines–Niagara,NO2,ppb,2015,12,2015-12-01,8.9
St. Catharines–Niagara,NO2,ppb,2016,1,2016-01-01,9.7
St. Catharines–Niagara,NO2,ppb,2016,2,2016-02-01,6.9
St. Catharines–Niagara,NO2,ppb,2016,3,2016-03-01,7.7
St. Catharines–Niagara,NO2,ppb,2016,4,2016-04-01,6.8
St. Catharines–Niagara,NO2,ppb,2016,5,2016-05-01,6.3
St. Catharines–Niagara,NO2,ppb,2016,6,2016-06-01,5.1
St. Catharines–Niagara,NO2,ppb,2016,7,2016-07-01,4.6
St. Catharines–Niagara,NO2,ppb,2016,8,2016-08-01,4.9
St. Catharines–Niagara,NO2,ppb,2016,9,2016-09-01,5.8
St. Catharines–Niagara,NO2,ppb,2016,10,2016-10-01,5.6
St. Catharines–Niagara,NO2,ppb,2016,11,2016-11-01,8.7
St. Catharines–Niagara,NO2,ppb,2016,12,2016-12-01,7.3
St. Catharines–Niagara,NO2,ppb,2017,1,2017-01-01,8.6
St. Catharines–Niagara,NO2,ppb,2017,2,2017-02-01,8.3
St. Catharines–Niagara,NO2,ppb,2017,3,2017-03-01,6.8
St. Catharines–Niagara,NO2,ppb,2017,4,2017-04-01,6.4
St. Catharines–Niagara,NO2,ppb,2017,5,2017-05-01,5.5
St. Catharines–Niagara,NO2,ppb,2017,6,2017-06-01,4.8
St. Catharines–Niagara,NO2,ppb,2017,7,2017-07-01,4.5
St. Catharines–Niagara,NO2,ppb,2017,8,2017-08-01,4.7
St. Catharines–Niagara,NO2,ppb,2017,9,2017-09-01,6.9
St. Catharines–Niagara,NO2,ppb,2017,10,2017-10-01,6.4
St. Catharines–Niagara,NO2,ppb,2017,11,2017-11-01,8.7
St. Catharines–Niagara,NO2,ppb,2017,12,2017-12-01,8.2
St. Catharines–Niagara,NO2,ppb,2018,1,2018-01-01,7.6
St. Catharines–Niagara,NO2,ppb,2018,2,2018-02-01,7.5
St. Catharines–Niagara,NO2,ppb,2018,3,2018-03-01,5.8
St. Catharines–Niagara,NO2,ppb,2018,4,2018-04-01,6.7
St. Catharines–Niagara,NO2,ppb,2018,5,2018-05-01,5.8
St. Catharines–Niagara,NO2,ppb,2018,6,2018-06-01,4.8
St. Catharines–Niagara,NO2,ppb,2018,7,2018-07-01,4.0
St. Catharines–Niagara,NO2,ppb,2018,8,2018-08-01,3.9
St. Catharines–Niagara,NO2,ppb,2018,9,2018-09-01,4.2
St. Catharines–Niagara,NO2,ppb,2018,10,2018-10-01,4.9
St. Catharines–Niagara,NO2,ppb,2018,11,2018-11-01,7.6
St. Catharines–Niagara,NO2,ppb,2018,12,2018-12-01,9.2
St. Catharines–Niagara,NO2,ppb,2019,1,2019-01-01,6.6
St. Catharines–Niagara,NO2,ppb,2019,2,2019-02-01,6.6
St. Catharines–Niagara,NO2,ppb,2019,3,2019-03-01,7.6
St. Catharines–Niagara,NO2,ppb,2019,4,2019-04-01,5.1
St. Catharines–Niagara,NO2,ppb,2019,5,2019-05-01,5.4
St. Catharines–Niagara,NO2,ppb,2019,6,2019-06-01,4.4
St. Catharines–Niagara,NO2,ppb,2019,7,2019-07-01,3.8
St. Catharines–Niagara,NO2,ppb,2019,8,2019-08-01,3.4
St. Catharines–Niagara,NO2,ppb,2019,9,2019-09-01,4.6
St. Catharines–Niagara,NO2,ppb,2019,10,2019-10-01,6.0
St. Catharines–Niagara,NO2,ppb,2019,11,2019-11-01,9.0
St. Catharines–Niagara,NO2,ppb,2019,12,2019-12-01,9.2
St. Catharines–Niagara,NO2,ppb,2020,1,2020-01-01,7.6
St. Catharines–Niagara,NO2,ppb,2020,2,2020-02-01,6.8
St. Catharines–Niagara,NO2,ppb,2020,3,2020-03-01,6.2
St. Catharines–Niagara,NO2,ppb,2020,4,2020-04-01,4.9
St. Catharines–Niagara,NO2,ppb,2020,5,2020-05-01,4.5
St. Catharines–Niagara,NO2,ppb,2020,6,2020-06-01,3.7
St. Catharines–Niagara,NO2,ppb,2020,7,2020-07-01,3.7
St. Catharines–Niagara,NO2,ppb,2020,8,2020-08-01,3.9
St. Catharines–Niagara,NO2,ppb,2020,9,2020-09-01,3.8
St. Catharines–Niagara,NO2,ppb,2020,10,2020-10-01,5.1
St. Catharines–Niagara,NO2,ppb,2020,11,2020-11-01,6.3
St. Catharines–Niagara,NO2,ppb,2020,12,2020-12-01,7.5
St. Catharines–Niagara,NO2,ppb,2021,1,2021-01-01,9.1
St. Catharines–Niagara,NO2,ppb,2021,2,2021-02-01,8.4
St. Catharines–Niagara,NO2,ppb,2021,3,2021-03-01,6.5
St. Catharines–Niagara,NO2,ppb,2021,4,2021-04-01,6.0
St. Catharines–Niagara,NO2,ppb,2021,5,2021-05-01,5.0
St. Catharines–Niagara,NO2,ppb,2021,6,2021-06-01,4.3
St. Catharines–Niagara,NO2,ppb,2021,7,2021-07-01,4.0
St. Catharines–Niagara,NO2,ppb,2021,8,2021-08-01,4.0
St. Catharines–Niagara,NO2,ppb,2021,9,2021-09-01,3.9
St. Catharines–Niagara,NO2,ppb,2021,10,2021-10-01,4.7
St. Catharines–Niagara,NO2,ppb,2021,11,2021-11-01,6.9
St. Catharines–Niagara,NO2,ppb,2021,12,2021-12-01,6.9
St. Catharines–Niagara,NO2,ppb,2022,1,2022-01-01,8.3
St. Catharines–Niagara,NO2,ppb,2022,2,2022-02-01,6.6
St. Catharines–Niagara,NO2,ppb,2022,3,2022-03-01,6.9
St. Catharines–Niagara,NO2,ppb,2022,4,2022-04-01,5.4
St. Catharines–Niagara,NO2,ppb,2022,5,2022-05-01,4.9
St. Catharines–Niagara,NO2,ppb,2022,6,2022-06-01,4.0
St. Catharines–Niagara,NO2,ppb,2022,7,2022-07-01,3.5
St. Catharines–Niagara,NO2,ppb,2022,8,2022-08-01,3.9
St. Catharines–Niagara,NO2,ppb,2022,9,2022-09-01,4.4
St. Catharines–Niagara,NO2,ppb,2022,10,2022-10-01,6.7
St. Catharines–Niagara,NO2,ppb,2022,11,2022-11-01,7.3
St. Catharines–Niagara,NO2,ppb,2022,12,2022-12-01,6.7
St. Catharines–Niagara,NO2,ppb,2023,1,2023-01-01,7.7
St. Catharines–Niagara,NO2,ppb,2023,2,2023-02-01,5.9
St. Catharines–Niagara,NO2,ppb,2023,3,2023-03-01,6.9
St. Catharines–Niagara,NO2,ppb,2023,4,2023-04-01,5.6
St. Catharines–Niagara,NO2,ppb,2023,5,2023-05-01,6.1
St. Catharines–Niagara,NO2,ppb,2023,6,2023-06-01,5.4
St. Catharines–Niagara,NO2,ppb,2023,7,2023-07-01,4.0
St. Catharines–Niagara,NO2,ppb,2023,8,2023-08-01,3.8
St. Catharines–Niagara,NO2,ppb,2023,9,2023-09-01,4.8
St. Catharines–Niagara,NO2,ppb,2023,10,2023-10-01,4.3
St. Catharines–Niagara,NO2,ppb,2023,11,2023-11-01,6.4
St. Catharines–Niagara,NO2,ppb,2023,12,2023-12-01,8.4
St. Catharines–Niagara,NO2,ppb,2024,1,2024-01-01,7.0
St. Catharines–Niagara,NO2,ppb,2024,2,2024-02-01,9.0
St. Catharines–Niagara,NO2,ppb,2024,3,2024-03-01,5.0
St. Catharines–Niagara,NO2,ppb,2024,4,2024-04-01,6.0
St. Catharines–Niagara,NO2,ppb,2024,5,2024-05-01,4.0
St. Catharines–Niagara,NO2,ppb,2024,6,2024-06-01,4.0
St. Catharines–Niagara,NO2,ppb,2024,7,2024-07-01,3.0
St. Catharines–Niagara,NO2,ppb,2024,8,2024-08-01,4.0
St. Catharines–Niagara,NO2,ppb,2024,9,2024-09-01,5.0
St. Catharines–Niagara,NO2,ppb,2024,10,2024-10-01,5.0
St. Catharines–Niagara,NO2,ppb,2024,11,2024-11-01,5.0
St. Catharines–Niagara,NO2,ppb,2024,12,2024-12-01,6.0
St. John's,NO2,ppb,1990,2,1990-02-01,14.49
St. John's,NO2,ppb,1990,3,1990-03-01,14.22
St. John's,NO2,ppb,1990,4,1990-04-01,15.05
St. John's,NO2,ppb,1990,5,1990-05-01,15.32
St. John's,NO2,ppb,1990,6,1990-06-01,11.3
St. John's,NO2,ppb,1990,7,1990-07-01,9.77
St. John's,NO2,ppb,1990,8,1990-08-01,9.95
St. John's,NO2,ppb,1990,9,1990-09-01,19.6
St. John's,NO2,ppb,1990,10,1990-10-01,20.88
St. John's,NO2,ppb,1990,11,1990-11-01,19.42
St. John's,NO2,ppb,1990,12,1990-12-01,16.6
St. John's,NO2,ppb,1991,2,1991-02-01,19.4
St. John's,NO2,ppb,1991,3,1991-03-01,18.58
St. John's,NO2,ppb,1991,4,1991-04-01,17.19
St. John's,NO2,ppb,1991,5,1991-05-01,12.25
St. John's,NO2,ppb,1991,6,1991-06-01,10.15
St. John's,NO2,ppb,1991,7,1991-07-01,12.98
St. John's,NO2,ppb,1991,8,1991-08-01,12.97
St. John's,NO2,ppb,1991,9,1991-09-01,6.86
St. John's,NO2,ppb,1991,10,1991-10-01,14.89
St. John's,NO2,ppb,1991,11,1991-11-01,16.16
St. John's,NO2,ppb,1991,12,1991-12-01,15.36
St. John's,NO2,ppb,1992,1,1992-01-01,17.01
St. John's,NO2,ppb,1992,2,1992-02-01,16.21
St. John's,NO2,ppb,1992,3,1992-03-01,8.54
St. John's,NO2,ppb,1992,4,1992-04-01,14.15
St. John's,NO2,ppb,1992,5,1992-05-01,12.0
St. John's,NO2,ppb,1992,6,1992-06-01,15.35
St. John's,NO2,ppb,1992,8,1992-08-01,12.06
St. John's,NO2,ppb,1992,9,1992-09-01,12.08
St. John's,NO2,ppb,1992,10,1992-10-01,12.99
St. John's,NO2,ppb,1992,11,1992-11-01,15.95
St. John's,NO2,ppb,1992,12,1992-12-01,15.7
St. John's,NO2,ppb,1993,1,1993-01-01,14.7
St. John's,NO2,ppb,1993,2,1993-02-01,14.13
St. John's,NO2,ppb,1993,3,1993-03-01,14.93
St. John's,NO2,ppb,1993,4,1993-04-01,15.53
St. John's,NO2,ppb,1993,5,1993-05-01,15.43
St. John's,NO2,ppb,1993,6,1993-06-01,18.81
St. John's,NO2,ppb,1993,7,1993-07-01,15.64
St. John's,NO2,ppb,1993,8,1993-08-01,11.93
St. John's,NO2,ppb,1993,9,1993-09-01,11.8
St. John's,NO2,ppb,1993,12,1993-12-01,19.84
St. John's,NO2,ppb,1994,1,1994-01-01,12.87
St. John's,NO2,ppb,1994,2,1994-02-01,15.34
St. John's,NO2,ppb,1994,3,1994-03-01,19.5
St. John's,NO2,ppb,1997,2,1997-02-01,9.55
St. John's,NO2,ppb,1997,3,1997-03-01,7.96
St. John's,NO2,ppb,1997,4,1997-04-01,7.17
St. John's,NO2,ppb,1997,5,1997-05-01,6.95
St. John's,NO2,ppb,1997,9,1997-09-01,8.84
St. John's,NO2,ppb,1998,1,1998-01-01,3.17
St. John's,NO2,ppb,1998,2,1998-02-01,3.91
St. John's,NO2,ppb,1998,3,1998-03-01,4.43
St. John's,NO2,ppb,1998,4,1998-04-01,4.19
St. John's,NO2,ppb,1998,5,1998-05-01,3.81
St. John's,NO2,ppb,1998,6,1998-06-01,5.95
St. John's,NO2,ppb,1998,7,1998-07-01,4.48
St. John's,NO2,ppb,1998,8,1998-08-01,6.0
St. John's,NO2,ppb,1998,9,1998-09-01,6.04
St. John's,NO2,ppb,1998,10,1998-10-01,5.18
St. John's,NO2,ppb,1998,11,1998-11-01,5.55
St. John's,NO2,ppb,1998,12,1998-12-01,4.63
St. John's,NO2,ppb,1999,2,1999-02-01,8.1
St. John's,NO2,ppb,1999,3,1999-03-01,7.32
St. John's,NO2,ppb,1999,4,1999-04-01,6.89
St. John's,NO2,ppb,1999,5,1999-05-01,7.1
St. John's,NO2,ppb,1999,6,1999-06-01,6.4
St. John's,NO2,ppb,1999,7,1999-07-01,6.11
St. John's,NO2,ppb,1999,8,1999-08-01,5.17
St. John's,NO2,ppb,1999,9,1999-09-01,6.19
St. John's,NO2,ppb,1999,10,1999-10-01,6.2
St. John's,NO2,ppb,1999,11,1999-11-01,7.55
St. John's,NO2,ppb,1999,12,1999-12-01,6.29
St. John's,NO2,ppb,2000,1,2000-01-01,6.73
St. John's,NO2,ppb,2000,2,2000-02-01,3.4
St. John's,NO2,ppb,2000,3,2000-03-01,1.88
St. John's,NO2,ppb,2000,4,2000-04-01,1.07
St. John's,NO2,ppb,2000,6,2000-06-01,18.04
