measure,geo,census_year,generation,age_group,category,value_pct,source
owned_dwelling_type_share,Canada,1991,Baby boomers,25 to 39 years,Apartment in a building with five or more storeys,0.6,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 7)"
owned_dwelling_type_share,Canada,2006,Generation X,25 to 39 years,Single-detached house,40.8,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 7)"
owned_dwelling_type_share,Canada,2006,Generation X,25 to 39 years,Attached or row house,7.4,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 7)"
owned_dwelling_type_share,Canada,2006,Generation X,25 to 39 years,Mobile home,0.9,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 7)"
owned_dwelling_type_share,Canada,2006,Generation X,25 to 39 years,Low-rise apartment,5.5,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 7)"
owned_dwelling_type_share,Canada,2006,Generation X,25 to 39 years,Apartment in a building with five or more storeys,1.7,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 7)"
owned_dwelling_type_share,Canada,2021,Millennials,25 to 39 years,Single-detached house,34.1,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 7)"
owned_dwelling_type_share,Canada,2021,Millennials,25 to 39 years,Attached or row house,7.3,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 7)"
owned_dwelling_type_share,Canada,2021,Millennials,25 to 39 years,Mobile home,0.6,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 7)"
owned_dwelling_type_share,Canada,2021,Millennials,25 to 39 years,Low-rise apartment,5.4,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 7)"
owned_dwelling_type_share,Canada,2021,Millennials,25 to 39 years,Apartment in a building with five or more storeys,2.5,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 7)"
living_arrangement_share,Canada,1991,Baby boomers,25 to 39 years,Living with parents,8.2,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 1)"
living_arrangement_share,Canada,2006,Generation X,25 to 39 years,Living with parents,12.2,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 1)"
living_arrangement_share,Canada,2021,Millennials,25 to 39 years,Living with parents,16.3,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 1)"
living_arrangement_share,Canada,1991,Baby boomers,25 to 39 years,Living with other relatives or non-relatives,8.6,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 1)"
living_arrangement_share,Canada,2006,Generation X,25 to 39 years,Living with other relatives or non-relatives,7.5,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 1)"
living_arrangement_share,Canada,2021,Millennials,25 to 39 years,Living with other relatives or non-relatives,9.0,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 1)"
living_arrangement_share,Canada,1991,Baby boomers,25 to 39 years,Living alone,8.8,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 1)"
living_arrangement_share,Canada,2006,Generation X,25 to 39 years,Living alone,10.5,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 1)"
living_arrangement_share,Canada,2021,Millennials,25 to 39 years,Living alone,11.9,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 1)"
living_arrangement_share,Canada,1991,Baby boomers,25 to 39 years,"Living with a spouse, partner, or children",74.4,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 1)"
living_arrangement_share,Canada,2006,Generation X,25 to 39 years,"Living with a spouse, partner, or children",69.7,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 1)"
living_arrangement_share,Canada,2021,Millennials,25 to 39 years,"Living with a spouse, partner, or children",62.8,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 1)"
living_arrangement_share,Canada,1991,Baby boomers,25 to 29 years,Living with parents,15.7,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 2)"
living_arrangement_share,Canada,2006,Generation X,25 to 29 years,Living with parents,23.8,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 2)"
living_arrangement_share,Canada,2021,Millennials,25 to 29 years,Living with parents,31.1,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 2)"
living_arrangement_share,Canada,1991,Baby boomers,25 to 29 years,Living with other relatives or non-relatives,12.9,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 2)"
living_arrangement_share,Canada,2006,Generation X,25 to 29 years,Living with other relatives or non-relatives,12.0,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 2)"
living_arrangement_share,Canada,2021,Millennials,25 to 29 years,Living with other relatives or non-relatives,13.8,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 2)"
living_arrangement_share,Canada,1991,Baby boomers,25 to 29 years,Living alone,9.4,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 2)"
living_arrangement_share,Canada,2006,Generation X,25 to 29 years,Living alone,11.2,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 2)"
living_arrangement_share,Canada,2021,Millennials,25 to 29 years,Living alone,12.5,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 2)"
living_arrangement_share,Canada,1991,Baby boomers,25 to 29 years,"Living with a spouse, partner, or children",61.9,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 2)"
living_arrangement_share,Canada,2006,Generation X,25 to 29 years,"Living with a spouse, partner, or children",53.1,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 2)"
living_arrangement_share,Canada,2021,Millennials,25 to 29 years,"Living with a spouse, partner, or children",42.7,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 2)"
living_arrangement_share,Canada,1991,Baby boomers,30 to 34 years,Living with parents,5.8,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 2)"
living_arrangement_share,Canada,2006,Generation X,30 to 34 years,Living with parents,8.8,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 2)"
living_arrangement_share,Canada,2021,Millennials,30 to 34 years,Living with parents,12.6,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 2)"
living_arrangement_share,Canada,1991,Baby boomers,30 to 34 years,Living with other relatives or non-relatives,7.7,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 2)"
living_arrangement_share,Canada,2006,Generation X,30 to 34 years,Living with other relatives or non-relatives,6.6,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 2)"
living_arrangement_share,Canada,2021,Millennials,30 to 34 years,Living with other relatives or non-relatives,8.4,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 2)"
living_arrangement_share,Canada,1991,Baby boomers,30 to 34 years,Living alone,8.8,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 2)"
living_arrangement_share,Canada,2006,Generation X,30 to 34 years,Living alone,10.7,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 2)"
living_arrangement_share,Canada,2021,Millennials,30 to 34 years,Living alone,12.6,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 2)"
living_arrangement_share,Canada,1991,Baby boomers,30 to 34 years,"Living with a spouse, partner, or children",77.7,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 2)"
living_arrangement_share,Canada,2006,Generation X,30 to 34 years,"Living with a spouse, partner, or children",74.0,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 2)"
living_arrangement_share,Canada,2021,Millennials,30 to 34 years,"Living with a spouse, partner, or children",66.4,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 2)"
living_arrangement_share,Canada,1991,Baby boomers,35 to 39 years,Living with parents,3.0,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 2)"
living_arrangement_share,Canada,2006,Generation X,35 to 39 years,Living with parents,5.1,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 2)"
living_arrangement_share,Canada,2021,Millennials,35 to 39 years,Living with parents,6.5,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 2)"
living_arrangement_share,Canada,1991,Baby boomers,35 to 39 years,Living with other relatives or non-relatives,5.2,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 2)"
living_arrangement_share,Canada,2006,Generation X,35 to 39 years,Living with other relatives or non-relatives,4.4,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 2)"
living_arrangement_share,Canada,2021,Millennials,35 to 39 years,Living with other relatives or non-relatives,5.2,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 2)"
living_arrangement_share,Canada,1991,Baby boomers,35 to 39 years,Living alone,8.2,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 2)"
living_arrangement_share,Canada,2006,Generation X,35 to 39 years,Living alone,9.8,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 2)"
living_arrangement_share,Canada,2021,Millennials,35 to 39 years,Living alone,10.7,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 2)"
living_arrangement_share,Canada,1991,Baby boomers,35 to 39 years,"Living with a spouse, partner, or children",83.5,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 2)"
living_arrangement_share,Canada,2006,Generation X,35 to 39 years,"Living with a spouse, partner, or children",80.7,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 2)"
living_arrangement_share,Canada,2021,Millennials,35 to 39 years,"Living with a spouse, partner, or children",77.5,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Chart 2)"
living_arrangement_share,Halifax,1991,Baby boomers,25 to 39 years,Living with parents,7.3,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Halifax,2006,Generation X,25 to 39 years,Living with parents,9.2,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Halifax,2021,Millennials,25 to 39 years,Living with parents,10.8,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Halifax,1991,Baby boomers,25 to 39 years,Living with other relatives or non-relatives,10.4,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Halifax,2006,Generation X,25 to 39 years,Living with other relatives or non-relatives,10.7,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Halifax,2021,Millennials,25 to 39 years,Living with other relatives or non-relatives,12.9,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Halifax,1991,Baby boomers,25 to 39 years,Living alone,8.6,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Halifax,2006,Generation X,25 to 39 years,Living alone,11.8,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Halifax,2021,Millennials,25 to 39 years,Living alone,13.2,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Halifax,1991,Baby boomers,25 to 39 years,"Living with a spouse, partner, or children",73.7,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Halifax,2006,Generation X,25 to 39 years,"Living with a spouse, partner, or children",68.3,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Halifax,2021,Millennials,25 to 39 years,"Living with a spouse, partner, or children",63.1,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Montréal,1991,Baby boomers,25 to 39 years,Living with parents,9.1,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Montréal,2006,Generation X,25 to 39 years,Living with parents,11.7,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Montréal,2021,Millennials,25 to 39 years,Living with parents,14.9,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Montréal,1991,Baby boomers,25 to 39 years,Living with other relatives or non-relatives,8.8,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Montréal,2006,Generation X,25 to 39 years,Living with other relatives or non-relatives,7.9,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Montréal,2021,Millennials,25 to 39 years,Living with other relatives or non-relatives,7.7,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Montréal,1991,Baby boomers,25 to 39 years,Living alone,11.9,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Montréal,2006,Generation X,25 to 39 years,Living alone,13.7,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Montréal,2021,Millennials,25 to 39 years,Living alone,16.1,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Montréal,1991,Baby boomers,25 to 39 years,"Living with a spouse, partner, or children",70.1,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Montréal,2006,Generation X,25 to 39 years,"Living with a spouse, partner, or children",66.7,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Montréal,2021,Millennials,25 to 39 years,"Living with a spouse, partner, or children",61.2,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Ottawa–Gatineau,1991,Baby boomers,25 to 39 years,Living with parents,7.1,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Ottawa–Gatineau,2006,Generation X,25 to 39 years,Living with parents,10.3,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Ottawa–Gatineau,2021,Millennials,25 to 39 years,Living with parents,14.7,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Ottawa–Gatineau,1991,Baby boomers,25 to 39 years,Living with other relatives or non-relatives,10.8,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Ottawa–Gatineau,2006,Generation X,25 to 39 years,Living with other relatives or non-relatives,8.1,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Ottawa–Gatineau,2021,Millennials,25 to 39 years,Living with other relatives or non-relatives,9.3,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Ottawa–Gatineau,1991,Baby boomers,25 to 39 years,Living alone,10.6,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Ottawa–Gatineau,2006,Generation X,25 to 39 years,Living alone,11.7,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Ottawa–Gatineau,2021,Millennials,25 to 39 years,Living alone,13.5,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Ottawa–Gatineau,1991,Baby boomers,25 to 39 years,"Living with a spouse, partner, or children",71.6,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Ottawa–Gatineau,2006,Generation X,25 to 39 years,"Living with a spouse, partner, or children",69.8,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Ottawa–Gatineau,2021,Millennials,25 to 39 years,"Living with a spouse, partner, or children",62.5,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Toronto,1991,Baby boomers,25 to 39 years,Living with parents,11.3,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Toronto,2006,Generation X,25 to 39 years,Living with parents,18.6,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Toronto,2021,Millennials,25 to 39 years,Living with parents,26.1,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Toronto,1991,Baby boomers,25 to 39 years,Living with other relatives or non-relatives,12.8,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
living_arrangement_share,Toronto,2006,Generation X,25 to 39 years,Living with other relatives or non-relatives,7.9,"Statistics Canada, Millennials in the Canadian housing market: An intergenerational comparison (Housing Statistics in Canada 46-28-0001, 2026), data tables for Charts 1, 2, 5, 6, and 7 and Table 1 (Table 1)"
