climate_id,station,province,lat,lon,jan_temp,jul_temp,annual_temp,annual_precip
3017595,Winfield,AB,52.95,-114.5833,-9.07,15.46,3.44,602.34
3016GF0,Vegreville,AB,53.5053,-112.0978,-13.29,16.63,2.3,367.48
3012208,Edmonton City Centre A,AB,53.5733,-113.5183,-10.42,17.71,4.18,455.72
3061117,Calling Lake Rs,AB,55.25,-113.1833,-15.41,16.09,1.2,428.29
3010830,Brightview,AB,52.9833,-113.7167,-10.27,16.4,3.45,525.76
3011953,Dakota West,AB,52.75,-113.95,-9.86,15.98,3.29,528.75
3063620,Kaybob 3,AB,54.1139,-116.6311,-9.73,15.32,3.19,593.28
3061200,Campsie,AB,54.1322,-114.6778,-12.8,16.34,2.37,461.93
3010890,Brownfield,AB,52.3192,-111.4695,-12.29,17.19,3.13,470.01
3010234,Andrew,AB,54.0167,-112.2333,-13.41,17.04,2.59,411.45
3063523,Jasper East Gate,AB,53.2333,-117.8167,-6.89,15.27,4.08,598.71
30619E0,Cross Lake,AB,54.6328,-113.9136,-13.87,15.95,1.85,527.84
3011120,Calmar,AB,53.2897,-113.8631,-11.24,16.55,3.28,515.84
3011474,Chailey,AB,53.55,-111.25,-13.32,17.33,2.63,398.82
3062693,Fort Mcmurray A,AB,56.65,-111.2167,-17.35,17.13,0.96,418.6
3011240,Camrose,AB,53.05,-112.8167,-11.54,16.78,3.01,438.07
3072920,Grande Prairie A,AB,55.1797,-118.885,-13.56,16.2,2.22,445.13
3064657,Moose Wallow,AB,54.2333,-115.0167,-12.03,15.96,2.19,492.45
3073641,Keg River Rs,AB,57.75,-117.6167,-18.36,15.97,0.0,447.15
3065541,Ronan,AB,53.8833,-115.25,-12.32,15.53,2.38,525.65
3065885,Shining Bank,AB,53.85,-115.9667,-11.86,15.45,2.31,513.87
307JF5R,Cleardale,AB,56.3333,-119.4833,-16.19,15.51,0.79,455.62
3072322,Elmworth Cda Epf,AB,55.1,-119.75,-11.64,15.47,2.45,452.99
3072658,Fort Chipewyan A,AB,58.7667,-111.1167,-21.85,16.99,-1.54,365.74
3072970,Grovedale Rs,AB,55.0167,-118.8,-12.82,15.68,2.35,478.23
3072475,Eureka River,AB,56.4833,-118.7333,-16.92,14.99,0.04,436.24
3075937,Simonette,AB,54.4247,-117.7411,-9.4,14.85,3.0,581.15
3075040,Peace River A,AB,56.2269,-117.4472,-14.94,16.33,1.55,386.34
3076675,Valleyview Rs,AB,55.0667,-117.2667,-11.51,16.3,3.2,504.78
3081680,Cold Lake A,AB,54.4167,-110.2833,-15.08,17.4,2.09,420.99
3076908,Wabasca Rs,AB,55.9667,-113.8333,-15.3,16.91,1.7,462.12
4016842,Rocanville,SK,50.4667,-101.55,-14.9,19.23,3.19,463.93
4018160,Tugaske,SK,50.8833,-106.3,-13.32,18.9,3.6,395.54
4016560,Regina Int'L A,SK,50.4333,-104.6667,-14.68,18.91,3.05,389.67
4014480,Lipton,SK,50.85,-103.7667,-15.98,17.98,2.46,451.85
4016322,Qu'Appelle 1,SK,50.5667,-103.9833,-14.19,18.52,3.01,455.37
4012400,Estevan A,SK,49.2167,-102.9667,-13.68,19.4,3.73,427.04
4014145,Langenburg,SK,50.9,-101.7167,-16.64,17.66,1.83,463.52
4015045,Maryfield,SK,49.8333,-101.5167,-14.7,18.62,3.08,484.5
4013660,Kelliher,SK,51.2574,-103.753,-15.45,17.88,2.11,483.89
4013098,Handsworth,SK,49.8333,-102.8667,-14.32,18.87,3.04,443.81
4013480,Indian Head Cda,SK,50.55,-103.65,-14.84,18.23,2.67,428.44
4014156,Last Mountain Cs,SK,51.4167,-105.25,-15.01,18.56,2.64,382.24
4014040,Kipling,SK,50.2,-102.7333,-14.73,18.29,2.54,466.64
4010150,Amulet,SK,49.6167,-104.7333,-12.55,18.9,3.97,430.59
4012483,Fenwood,SK,51.15,-103.0667,-15.58,17.66,2.09,470.93
4015960,Paswegin,SK,51.9833,-103.9167,-17.02,17.63,1.51,469.86
4015440,Muenster,SK,52.3333,-105.0,-16.23,17.78,1.89,434.74
4011846,Cote,SK,51.5167,-101.7833,-18.09,17.94,1.38,464.42
4014322,Leroy,SK,52.0,-104.6333,-16.46,17.96,1.96,432.35
4010310,Atwater,SK,50.8167,-102.2167,-15.84,18.28,2.34,449.91
4012485,Fertile,SK,49.3395,-101.4481,-14.36,19.01,3.17,490.03
4012300,Duval,SK,51.1833,-104.8667,-13.95,18.9,3.4,423.65
4015560,Nokomis,SK,51.5167,-105.0,-15.37,18.38,2.64,387.78
4011980,Cupar,SK,50.85,-104.2667,-15.44,18.33,2.46,420.13
4018760,Weyburn,SK,49.65,-103.8333,-13.51,19.58,3.89,423.86
4027775,Stewart Valley,SK,50.6,-107.8,-11.28,19.01,4.46,397.12
4026847,Rock Point,SK,51.1539,-107.2633,-12.63,18.87,3.72,390.46
4019035,Wynyard,SK,51.7667,-104.2,-15.94,17.88,2.15,413.32
4022328,Eastleigh,SK,50.2833,-106.1833,-12.58,19.04,3.88,381.8
4018880,Whitewood,SK,50.35,-102.2667,-14.97,18.28,2.57,506.52
4018640,Watrous,SK,51.6667,-105.4667,-15.12,18.44,2.66,448.82
4021600,Coderre,SK,50.1333,-106.3667,-12.87,18.83,3.6,397.85
4020560,Beechy,SK,50.832,-107.3114,-12.07,19.11,4.2,358.35
4022368,Elrose,SK,51.1333,-108.0333,-12.26,19.46,4.49,382.44
4024936,Maple Creek North,SK,50.0,-109.4667,-8.45,19.9,5.79,388.1
4020020,Abbey,SK,50.7,-108.7833,-11.23,19.31,4.66,316.18
4028060,Swift Current Cda,SK,50.2667,-107.7333,-10.63,18.5,4.28,357.4
4019040,Yellow Grass,SK,49.8167,-104.1833,-14.16,19.11,3.56,430.58
4031581,Claydon,SK,49.1333,-109.1,-10.0,19.25,4.68,385.04
4031844,Coronach,SK,49.1167,-105.5167,-11.55,19.13,4.13,406.18
4019080,Yorkton A,SK,51.2667,-102.4667,-16.7,17.89,1.85,449.29
4021996,Cypress Hills,SK,49.6667,-109.4667,-9.01,15.89,3.25,600.6
4022936,Golden Prairie,SK,50.1833,-109.8,-10.31,18.99,4.76,362.93
4043246,Hillmond,SK,53.4422,-109.7233,-15.78,17.24,1.54,396.8
4040600,Biggar,SK,52.0667,-107.9833,-14.8,18.39,2.83,376.31
4032766,Frontier,SK,49.2,-108.5667,-10.81,19.5,4.83,358.89
4055736,Outlook Pfra,SK,51.4833,-107.05,-13.11,18.9,3.82,348.61
4038116,Treelon,SK,49.0,-108.3833,-9.66,19.08,4.97,323.17
4041000,Butte St Pierre,SK,53.45,-109.2,-16.36,16.72,1.25,378.11
4043750,Kerrobert,SK,51.9717,-109.0481,-14.41,17.87,2.45,337.34
4045600,North Battleford A,SK,52.7719,-108.2556,-15.96,17.64,2.09,374.16
4034910,Mankota,SK,49.0992,-107.0245,-12.09,19.1,3.85,342.29
4048520,Waseca,SK,53.1309,-109.4039,-14.56,17.34,2.28,416.25
4046977,Ruddell,SK,52.5833,-107.85,-14.81,18.17,2.76,430.98
4043900,Kindersley A,SK,51.5167,-109.1833,-13.78,18.13,2.97,325.13
4056120,Pilger,SK,52.4167,-105.15,-16.79,17.81,1.83,447.06
4056240,Prince Albert A,SK,53.2167,-105.6667,-17.28,17.95,1.44,427.71
4086000,Pelly,SK,52.0833,-101.8667,-17.39,16.9,0.71,572.59
4064150,La Ronge A,SK,55.15,-105.2667,-18.82,17.5,0.24,486.2
4067PR5,Stony Rapids A,SK,59.25,-105.8333,-24.8,15.93,-3.46,426.25
4057180,Saskatoon Src,SK,52.15,-106.6,-13.86,19.04,3.25,340.39
4060982,Buffalo Narrows A,SK,55.8333,-108.4333,-17.47,17.7,0.98,449.1
4057120,Saskatoon Diefenbaker Int'L A,SK,52.1667,-106.7167,-15.45,18.46,2.56,353.74
4064600,Loon Lake Cda Epf,SK,54.05,-109.1,-15.98,16.47,1.25,415.98
4068840,Whitesand Dam,SK,56.2333,-103.15,-21.79,16.72,-1.45,520.55
4063560,Island Falls,SK,55.5333,-102.35,-22.2,17.28,-1.27,486.45
4057202,Saskatoon Water Tp,SK,52.1167,-106.6833,-13.68,19.59,3.86,364.5
4075518,Nipawin A,SK,53.3333,-104.0,-18.74,17.55,0.87,427.28
4065058,Meadow Lake A,SK,54.1333,-108.5167,-17.2,16.74,0.89,414.96
4070365,Aylsham,SK,53.2,-103.8,-18.19,17.97,1.36,447.08
4063755,Key Lake,SK,57.25,-105.6167,-22.31,16.29,-2.26,482.53
5010640,Cypress River,MB,49.55,-99.0833,-15.14,19.61,3.47,526.77
5010216,Binscarth,MB,50.5833,-101.2667,-16.75,17.97,1.99,511.78
5010485,Brandon Cda,MB,49.8667,-99.9833,-16.49,19.19,2.67,461.71
5012054,Oakner,MB,50.1,-100.6333,-16.22,18.52,2.34,497.52
5012080,Pierson,MB,49.1833,-101.2667,-14.24,19.55,3.73,457.3
5010140,Baldur,MB,49.2764,-99.2924,-14.76,18.97,2.99,530.78
5010480,Brandon A,MB,49.91,-99.9519,-16.55,18.45,2.21,474.22
5022791,Stony Mountain,MB,50.1167,-97.1667,-16.35,19.85,3.1,550.08
5030080,Arborg,MB,50.9333,-97.0833,-18.3,18.57,1.56,499.38
5021054,Glenlea,MB,49.65,-97.1167,-17.19,19.39,2.77,542.66
5021695,Marquette,MB,50.0134,-97.8071,-15.88,19.76,3.3,554.85
5022946,Turtle Mountain 11,MB,49.1333,-100.1167,-14.05,18.83,3.39,529.86
5012941,Turtle Mountain 6,MB,49.3,-100.3167,-14.56,19.03,3.35,504.85
5020040,Altona,MB,49.1,-97.55,-15.04,20.32,3.9,565.84
5022171,Piney,MB,49.0309,-96.0058,-15.76,19.06,3.17,605.56
5021975,Myrtle,MB,49.4,-97.7833,-15.72,19.55,3.33,545.2
5012960,Virden,MB,49.8333,-100.95,-15.48,19.15,3.11,473.91
5022245,Plum Coulee,MB,49.05,-97.8,-14.92,20.07,3.95,530.99
5022780,Steinbach,MB,49.5333,-96.7667,-16.6,18.97,2.8,580.5
5012719,Souris,MB,49.65,-100.25,-15.99,18.63,2.52,508.76
5023222,Winnipeg Richardson Int'L A,MB,49.9167,-97.2333,-16.39,19.69,2.99,521.06
503B0NE,Ostenfeld,MB,49.8167,-96.4833,-16.7,18.92,2.71,634.92
5012796,Strathclair,MB,50.4,-100.4,-17.12,17.68,1.47,473.4
5012545,St Alphonse,MB,49.45,-99.0167,-14.75,19.42,3.56,543.04
5031320,Indian Bay,MB,49.6239,-95.1972,-16.97,19.08,2.47,630.8
5040FJ3,Cowan,MB,52.0333,-100.65,-16.48,17.76,1.48,617.82
5040764,Delta Marsh Cs,MB,50.1826,-98.3822,-16.23,19.33,2.59,525.69
5043020,Vogar,MB,50.9167,-98.75,-16.66,19.84,2.46,502.91
5042005,Neepawa Water,MB,50.2167,-99.4667,-15.59,19.14,2.79,512.8
5031111,Grand Rapids Hydro,MB,53.1581,-99.2833,-18.23,18.84,1.1,491.03
5032162,Pinawa Wnre,MB,50.1806,-96.0583,-16.61,19.25,2.77,578.29
5043158,Mccreary,MB,50.7119,-99.53,-14.83,19.17,3.02,538.91
5050920,Flin Flon,MB,54.7667,-101.8833,-18.86,18.9,0.97,457.6
5052880,The Pas A,MB,53.9667,-101.1,-19.11,18.06,0.5,449.91
5050960,Flin Flon A,MB,54.6833,-101.6833,-19.81,18.22,0.17,487.59
5040985,Gilbert Plains,MB,51.1,-100.4667,-16.59,18.46,1.87,521.35
5031301,Hodgson 2,MB,51.1861,-97.4651,-18.59,18.08,1.08,592.68
5042800,Swan River,MB,52.05,-101.2167,-17.24,18.05,1.84,546.57
5041530,Langruth,MB,50.4,-98.55,-16.13,19.03,2.73,557.53
5062922,Thompson A,MB,55.8033,-97.8625,-23.85,16.15,-2.85,509.15
506B047,Norway House A,MB,53.95,-97.85,-21.52,17.64,-0.73,532.33
5061376,Island Lake A,MB,53.85,-94.65,-21.49,17.87,-0.67,555.13
5061001,Gillam A,MB,56.3575,-94.7106,-24.37,15.75,-3.71,496.35
5060600,Churchill A,MB,58.7392,-94.0664,-26.04,12.66,-6.47,452.47
7017755,Ste Therese Ouest,QC,45.65,-73.8833,-10.87,20.31,5.94,1093.58
7016840,Ste Anne De La Perade,QC,46.5833,-72.2333,-12.78,19.53,4.74,1149.2
7015730,Oka,QC,45.5,-74.0667,-10.89,20.27,5.83,1106.8
7017585,St Narcisse,QC,46.5333,-72.4333,-12.65,19.54,4.73,1063.07
7016675,Riviere Verte Ouest,QC,46.9833,-71.8333,-13.3,18.0,3.54,1459.79
7016960,St Charles De Mandeville,QC,46.35,-73.35,-12.67,19.47,4.59,1089.48
7016294,Quebec/Jean Lesage Intl A,QC,46.8,-71.3833,-12.82,19.28,4.22,1189.72
7016800,St Alban,QC,46.7167,-72.0833,-12.72,19.46,4.65,1135.65
701HE63,Trois Rivieres Aqueduc,QC,46.3833,-72.6167,-12.1,19.97,5.23,1122.79
7013362,Joliette Ville,QC,46.0167,-73.4333,-11.55,20.86,6.0,1019.26
7017080,St Come,QC,46.2833,-73.75,-13.53,17.81,3.34,1093.23
7016902,Ste Beatrix,QC,46.2,-73.6,-12.87,18.92,4.2,1071.14
7016816,St Alexis Des Monts,QC,46.5333,-73.15,-13.16,18.98,4.24,1072.19
7020840,Brome,QC,45.1833,-72.5667,-10.38,19.19,5.4,1319.75
7022320,Farnham,QC,45.3,-72.9,-9.99,20.47,6.4,1132.0
7021840,Coaticook,QC,45.15,-71.8,-9.84,19.37,5.73,1176.01
7024920,Milan,QC,45.5833,-71.1167,-11.56,17.41,3.76,1323.76
7025440,Nicolet,QC,46.2,-72.6167,-12.1,19.88,5.3,924.4
7023075,Hemmingford Four Winds,QC,45.0667,-73.7167,-9.32,20.66,6.62,961.38
7020860,Bromptonville,QC,45.4833,-71.95,-10.64,19.61,5.6,1145.77
7022375,Fleury,QC,45.8,-73.0,-10.84,20.1,5.9,1091.86
7024627,Marieville,QC,45.4,-73.1333,-10.23,20.77,6.48,1102.7
7024250,Laurierville,QC,46.3333,-71.6667,-11.89,19.29,4.81,1193.59
7022494,Fortierville,QC,46.4833,-72.05,-12.57,19.3,4.71,1090.71
7025250,Montreal/Pierre Elliott Trudeau Intl A,QC,45.4667,-73.75,-9.69,21.21,6.75,1000.26
7020828,Bonsecours,QC,45.4,-72.2667,-11.04,18.29,4.72,1232.06
7023270,Iberville,QC,45.3333,-73.25,-9.71,20.92,6.63,1111.93
7020567,Beausejour,QC,46.6667,-71.1667,-12.53,19.18,4.42,1252.55
7022800,Granby,QC,45.3833,-72.7167,-9.75,20.23,6.28,1215.37
7024254,Lauzon,QC,46.8167,-71.1,-12.02,19.3,4.6,1178.71
7022160,Drummondville,QC,45.8833,-72.4833,-10.17,20.85,6.35,1113.48
7024440,Magog,QC,45.2667,-72.1167,-10.12,19.37,5.55,1142.32
7026040,Philipsburg,QC,45.0333,-73.0833,-8.59,20.99,7.16,1069.29
7027588,St Nazaire,QC,45.7333,-72.6167,-11.0,20.06,5.81,1096.13
7027248,St Ferdinand,QC,46.1,-71.5833,-12.22,18.55,4.41,1227.66
7027517,Ste Madeleine,QC,45.6167,-73.1333,-10.19,20.61,6.34,1039.7
7026734,Sabrevois,QC,45.2167,-73.2,-9.74,20.58,6.68,1016.45
7027320,Montreal/St-Hubert A,QC,45.5167,-73.4167,-10.35,20.58,6.15,1010.55
7028200,Sorel,QC,46.0333,-73.1167,-10.71,21.11,6.33,999.73
7026043,Pierreville,QC,46.0833,-72.8333,-11.47,20.35,5.79,984.49
7027280,Ste Genevieve,QC,45.5,-73.85,-10.13,21.26,6.76,1032.73
7027725,St Sebastien,QC,45.7667,-70.95,-11.77,17.78,3.87,1225.53
7027840,Scott,QC,46.5,-71.0833,-12.23,19.21,4.59,1158.0
7027259,St Flavien,QC,46.4833,-71.5667,-12.69,18.91,4.28,1161.08
7027520,St Malo D Auckland,QC,45.2,-71.5,-10.92,17.94,4.36,1318.31
7025670,Notre Dame Des Bois,QC,45.4,-71.0833,-11.66,17.51,3.98,1370.89
7027283,St Georges,QC,46.15,-70.7,-12.04,18.78,4.54,1029.73
7027656,St Pierre De Broughton,QC,46.25,-71.2167,-12.52,17.75,3.83,1207.57
7027361,St Hyacinthe 2,QC,45.5667,-72.9167,-10.39,20.76,6.4,1055.01
7026612,Riviere Des Prairies,QC,45.7,-73.5,-10.28,21.18,6.47,987.95
7025745,Ormstown,QC,45.1167,-74.05,-9.33,20.85,6.73,965.3
7027660,St Prosper,QC,46.2167,-70.5,-12.84,17.71,3.57,1113.54
7027083,St Come De Liniere,QC,46.05,-70.5167,-12.1,18.09,4.1,1035.26
7027200,St Ephrem,QC,46.0667,-70.9667,-12.22,18.31,4.12,1120.17
7027516,St Ludger,QC,45.75,-70.6833,-11.35,18.16,4.3,1085.98
7026836,St Anicet,QC,45.1333,-74.35,-9.21,21.03,6.96,1004.35
7038080,Sheenboro,QC,45.9667,-77.25,-12.07,19.34,5.03,853.09
7038975,Wright,QC,46.0667,-76.05,-12.56,19.29,4.68,939.9
704FEG0,Riviere Au Tonnerre,QC,50.2833,-64.7833,-13.44,14.6,1.61,1093.54
7035520,Nominingue,QC,46.4,-75.0833,-13.41,18.32,3.75,1083.8
7035110,Montebello (Sedbergh),QC,45.7,-74.9333,-11.22,19.33,5.29,1204.02
7037310,St Hippolyte,QC,45.9833,-74.0,-12.52,18.96,4.29,1192.93
7028441,Thetford Mines,QC,46.1,-71.35,-11.58,18.58,4.55,1309.55
7028700,Vercheres,QC,45.7667,-73.3667,-10.04,21.11,6.63,983.55
7028676,Vallee Jonction,QC,46.3833,-70.9333,-12.0,19.15,4.77,1036.81
7033650,Lachute,QC,45.65,-74.3333,-10.74,20.4,5.98,1150.51
7035290,Montreal/Mirabel Int'L A,QC,45.6667,-74.0333,-11.52,19.84,5.33,1067.7
7036855,Ste Anne Du Lac,QC,46.85,-75.3333,-14.77,17.85,3.05,1039.85
7028292,Sutton,QC,45.0667,-72.6833,-9.31,19.59,6.14,1309.45
7028680,Valleyfield,QC,45.2833,-74.1,-9.62,21.09,6.77,977.95
7030170,Angers,QC,45.55,-75.55,-11.65,19.51,5.09,1006.5
7034365,Luskville,QC,45.5333,-76.05,-11.24,20.02,5.6,940.58
7042840,Grandes Bergeronnes,QC,48.25,-69.5167,-12.58,17.11,3.35,1093.53
7047722,Ste Rose Du Nord,QC,48.4,-70.5333,-15.84,17.49,2.43,1179.46
7051055,Cap Des Rosiers,QC,48.85,-64.2,-9.79,16.2,3.59,1195.09
7045400,Natashquan A,QC,50.1833,-61.8167,-13.54,14.44,1.2,1099.04
7066685,Roberval A,QC,48.5167,-72.2667,-16.41,18.32,2.55,864.92
7085106,Mont Brun,QC,48.4167,-78.7333,-17.87,16.69,1.02,985.17
7067658,St Prime,QC,48.6167,-72.4167,-16.99,18.39,2.48,833.2
7052605,Gaspe A,QC,48.7769,-64.4781,-11.63,16.82,3.14,1135.07
7053649,Lac Humqui,QC,48.2833,-67.5667,-14.41,17.07,2.36,1180.13
7072816,Grande Anse,QC,47.1,-72.9333,-14.29,18.7,3.65,938.04
7086380,Rapide Des Joachims,QC,46.2,-77.7,-12.14,19.8,5.14,894.69
7066820,St Ambroise,QC,48.5667,-71.3333,-17.55,17.54,1.87,1047.9
709CEE9,Lac Berry,QC,48.8,-78.2833,-18.09,16.27,0.82,885.91
7057567,Saint Michel,QC,46.8667,-70.8833,-12.26,19.15,4.44,1182.06
7063690,Lac Ste Croix,QC,48.4167,-71.75,-16.16,18.22,2.66,986.77
7057515,Ste Lucie,QC,46.7333,-70.0167,-13.71,17.2,2.79,1201.33
7060400,Bagotville A,QC,48.3333,-71.0,-15.65,18.35,2.79,930.55
7057287,Ste Germaine,QC,46.4167,-70.4667,-13.3,17.45,3.08,1218.04
7056930,St Camille,QC,46.4833,-70.2167,-13.33,17.15,2.97,1237.02
7055120,Mont-Joli A,QC,48.6,-68.2167,-12.23,17.47,3.45,933.16
7056480,Rimouski,QC,48.45,-68.5167,-11.39,18.34,4.37,958.51
7063560,Lac Bouchette,QC,48.2167,-72.1667,-16.22,17.34,1.98,1016.01
8103845,Pennfield,NB,45.1,-66.7333,-7.08,15.56,5.17,1429.68
8104900,Saint John A,NB,45.3181,-65.8856,-7.9,17.11,5.17,1295.49
8103700,Nictau,NB,47.2333,-67.15,-13.18,17.44,3.14,1165.61
8103256,Mount Carleton,NB,47.4167,-66.9333,-13.45,17.28,2.93,1118.99
8102566,Mapleton,NB,46.1833,-67.2333,-11.43,18.0,4.33,1088.86
8104928,St Leonard A,NB,47.1578,-67.8319,-12.64,17.95,3.46,1104.1
8105600,Woodstock,NB,46.1703,-67.5536,-11.5,18.98,4.75,1130.56
8102151,Harcourt,NB,46.5,-65.2667,-10.19,18.45,4.78,1160.15
8104501,Sackville,NB,45.85,-64.3833,-7.46,17.54,5.57,1146.46
8103100,Moncton,NB,46.1014,-64.7903,-8.16,19.52,6.08,1123.95
8102275,Juniper,NB,46.55,-67.1667,-12.37,17.78,3.69,1159.74
8104400,Rexton,NB,46.6667,-64.8667,-9.08,19.43,5.62,1103.88
8105200,Sussex,NB,45.7167,-65.5333,-8.5,19.23,6.08,1169.86
8200600,Bridgewater,NS,44.4,-64.55,-5.23,19.04,7.06,1535.67
8103200,Moncton A,NB,46.1053,-64.6838,-8.85,18.8,5.38,1200.39
8101500,Fredericton A,NB,45.8721,-66.5279,-9.41,19.25,5.56,1077.65
8101200,Doaktown,NB,46.5525,-66.1403,-10.68,19.12,4.97,1174.77
8100300,Aroostook,NB,46.7122,-67.7156,-12.63,18.9,4.39,1047.32
8100100,Acadia Forest Exp St,NB,45.9903,-66.3633,-10.01,18.74,5.24,1175.81
8100880,Charlo A,NB,47.9833,-66.3333,-12.58,17.91,3.43,997.56
7103536,Kuujjuarapik A,QC,55.2833,-77.75,-23.28,11.11,-3.97,660.81
7093715,La Grande Riviere A,QC,53.6333,-77.7,-23.23,14.23,-2.85,697.16
8101000,Miramichi A,NB,47.0095,-65.4678,-10.8,19.14,4.87,1072.39
8101800,Gagetown 2,NB,45.7833,-66.15,-8.57,19.52,6.31,1139.24
8100200,Alma,NB,45.6,-64.95,-7.4,17.08,5.68,1510.09
7113534,Kuujjuaq A,QC,58.1,-68.4167,-24.71,11.78,-5.38,541.58
8100566,Bon Accord,NB,46.6508,-67.5845,-12.29,17.55,3.59,1252.08
8205990,Truro,NS,45.3667,-63.2667,-6.94,18.44,6.03,1183.1
8300128,Bangor,PE,46.35,-62.6833,-7.85,18.13,5.39,1282.37
8300497,New Glasgow,PE,46.4089,-63.3503,-7.72,18.79,5.76,1257.94
8400413,Bay D'Espoir Gen Stn,NL,47.9833,-55.8,-6.43,15.99,4.93,1568.98
8300300,Charlottetown A,PE,46.2886,-63.1286,-7.74,18.71,5.65,1158.2
8300500,Long River,PE,46.5,-63.55,-7.95,18.36,5.58,1056.17
8205650,Summerville,NS,45.1167,-64.1833,-5.31,18.79,6.99,1049.29
8206200,Upper Stewiacke,NS,45.2167,-63.0,-6.78,18.43,6.18,1363.56
8206415,Windsor Martock,NS,44.9333,-64.1667,-5.47,19.87,7.41,1309.56
8204800,St Margaret'S Bay,NS,44.7,-63.9,-5.74,17.76,6.37,1381.6
8205090,Shearwater A,NS,44.6333,-63.5,-4.64,18.05,6.91,1422.58
8205200,Springfield,NS,44.6667,-64.85,-5.74,19.01,6.77,1454.99
8300080,Alberton,PE,46.85,-64.0167,-8.2,18.65,5.45,1053.07
8205700,Sydney A,NS,46.1667,-60.0481,-5.39,17.91,5.86,1517.23
8206450,Wreck Cove Brook,NS,46.5333,-60.45,-5.71,17.84,5.77,1946.3
8205000,Salmon Hole,NS,44.9333,-64.0333,-6.41,19.51,6.83,1392.91
8300447,Monticello,PE,46.4667,-62.4667,-6.94,18.45,5.75,1170.15
8300525,O'Leary,PE,46.7003,-64.2617,-8.61,18.62,5.47,1147.82
8206222,Waterville Cambridge,NS,45.05,-64.65,-5.63,19.59,7.14,1165.95
8206500,Yarmouth A,NS,43.8308,-66.0886,-3.02,16.8,7.16,1292.94
840KE88,Main Brook,NL,51.1833,-56.0167,-10.98,14.2,2.0,1223.87
8400698,Buchans,NL,48.8167,-56.8667,-8.24,16.28,3.75,1236.24
8202220,Halifax Citadel,NS,44.65,-63.5833,-4.14,18.76,7.46,1468.06
8203100,Liverpool Big Falls,NS,44.1333,-64.9333,-4.55,19.42,7.65,1486.19
8204453,Pockwock Lake,NS,44.7667,-63.8333,-6.17,18.48,6.46,1513.15
8201766,Farmington,NS,44.6333,-64.6667,-5.37,19.11,6.88,1375.25
8203700,Nappan Cda,NS,45.7667,-64.25,-7.65,18.47,6.0,1154.76
8201410,Deming,NS,45.2164,-61.1778,-3.97,15.07,6.1,1440.51
8202250,Halifax Stanfield Int'L A,NS,44.88,-63.5,-5.86,18.81,6.59,1396.17
8204525,Pugwash,NS,45.8433,-63.6553,-7.12,19.8,6.72,1038.15
8203535,Middle Musquodoboit,NS,45.0667,-63.1,-6.16,18.48,6.42,1357.63
8203230,Lyons Brook,NS,45.6583,-62.7967,-6.24,19.31,6.63,1232.23
8201000,Collegeville,NS,45.4833,-62.0167,-6.45,18.25,5.96,1315.11
8202000,Greenwood A,NS,44.9833,-64.9167,-5.54,19.68,7.12,1117.07
8204400,Parrsboro,NS,45.4,-64.3333,-6.11,17.45,6.16,1269.65
8203161,Louisbourg,NS,45.9,-60.0,-4.94,16.23,5.69,1646.33
8400578,Boat Harbour,NL,47.4306,-54.8428,-4.62,15.51,5.26,1643.72
8203510,Middleboro,NS,45.7667,-63.5667,-7.38,19.17,6.14,1239.48
8401500,Deer Lake,NL,49.1667,-57.4333,-7.2,16.45,4.35,1131.46
8402544,Lethbridge,NL,48.35,-53.9017,-6.27,16.32,4.83,1217.66
8401300,Corner Brook,NL,48.95,-57.95,-6.14,17.29,5.17,1285.84
8401700,Gander Int'L A,NL,48.9464,-54.5769,-7.06,16.33,4.23,1270.22
8401550,Exploits Dam,NL,48.7667,-56.6,-8.31,15.76,3.43,1104.36
8401335,Cow Head,NL,49.9117,-57.7889,-7.04,14.89,3.86,1203.88
8402770,Musgrave Harbour,NL,49.45,-53.9833,-5.94,15.69,4.44,1043.1
8402958,Plum Point,NL,51.0667,-56.8833,-9.9,14.0,2.4,1211.43
8402071,Harbour Breton,NL,47.4667,-55.8333,-4.1,14.13,5.23,1485.08
8401286,Cormack,NL,49.3167,-57.4,-8.79,15.48,3.15,1263.51
8402966,Point Leamington,NL,49.3333,-55.4,-7.32,16.85,4.5,1092.1
8402450,Isle Aux Morts,NL,47.5833,-58.9667,-5.04,14.02,4.56,1653.08
8403690,Sops Arm White Bay,NL,49.7667,-56.8833,-7.77,15.47,3.73,1002.36
8403825,Swift Current,NL,47.8853,-54.2131,-5.28,15.6,5.14,1506.93
8404240,Winterland,NL,47.1667,-55.3,-4.02,15.93,5.68,1478.12
8403800,Stephenville A,NL,48.5333,-58.55,-5.95,16.41,4.98,1340.41
8404310,Wooddale Bishop'S Falls,NL,49.0333,-55.55,-7.9,16.94,4.35,1108.37
8501900,Goose Bay A,NL,53.3167,-60.4167,-17.58,15.49,0.02,940.4
8501100,Cartwright,NL,53.7083,-57.035,-14.26,12.31,0.04,1073.45
8403085,Rattling Brk Norris Arm,NL,49.0667,-55.3,-7.53,17.27,4.66,1139.55
7047910,Sept-Iles A,QC,50.2167,-66.2667,-15.32,15.2,1.01,1119.88
8401501,Deer Lake A,NL,49.2167,-57.4,-8.58,16.23,3.57,1095.62
2100700,Mayo A,YT,63.6167,-135.8667,-23.14,16.09,-2.39,313.54
2202101,Fort Simpson A,NT,61.7603,-121.2367,-24.18,17.44,-2.77,387.56
