geography,geo_level,year,group,count,share
Quebec,province,2011,Other religions,12340.0,0.16
Quebec,province,2021,Other religions,26380.0,0.32
Quebec,province,2001,Sikh,8220.0,0.12
Quebec,province,2011,Sikh,9275.0,0.12
Quebec,province,2021,Sikh,23345.0,0.28
Quebec,province,2001,Indigenous,740.0,0.01
Quebec,province,2011,Indigenous,2025.0,0.03
Quebec,province,2021,Indigenous,3790.0,0.05
Saskatchewan,province,2001,Buddhist,3050.0,0.32
Saskatchewan,province,2011,Buddhist,4265.0,0.42
Saskatchewan,province,2021,Buddhist,4415.0,0.4
Saskatchewan,province,2001,Christian,795935.0,82.64
Saskatchewan,province,2011,Christian,726920.0,72.06
Saskatchewan,province,2021,Christian,621250.0,56.31
Saskatchewan,province,2001,Hindu,1585.0,0.16
Saskatchewan,province,2011,Hindu,3570.0,0.35
Saskatchewan,province,2021,Hindu,14150.0,1.28
Saskatchewan,province,2001,Jewish,865.0,0.09
Saskatchewan,province,2011,Jewish,940.0,0.09
Saskatchewan,province,2021,Jewish,1105.0,0.1
Saskatchewan,province,2001,Muslim,2230.0,0.23
Saskatchewan,province,2011,Muslim,10040.0,1.0
Saskatchewan,province,2021,Muslim,25455.0,2.31
Saskatchewan,province,2001,No religion / secular,151455.0,15.72
Saskatchewan,province,2011,No religion / secular,246305.0,24.42
Saskatchewan,province,2021,No religion / secular,403955.0,36.62
Saskatchewan,province,2001,Other religions,1645.0,0.17
Saskatchewan,province,2011,Other religions,2810.0,0.28
Saskatchewan,province,2021,Other religions,7540.0,0.68
Saskatchewan,province,2001,Sikh,500.0,0.05
Saskatchewan,province,2011,Sikh,1650.0,0.16
Saskatchewan,province,2021,Sikh,9035.0,0.82
Saskatchewan,province,2001,Indigenous,5885.0,0.61
Saskatchewan,province,2011,Indigenous,12240.0,1.21
Saskatchewan,province,2021,Indigenous,16295.0,1.48
Yukon,province,2001,Buddhist,130.0,0.46
Yukon,province,2011,Buddhist,290.0,0.87
Yukon,province,2021,Buddhist,260.0,0.66
Yukon,province,2001,Christian,16650.0,58.38
Yukon,province,2011,Christian,15375.0,46.14
Yukon,province,2021,Christian,13860.0,35.01
Yukon,province,2001,Hindu,10.0,0.04
Yukon,province,2011,Hindu,165.0,0.5
Yukon,province,2021,Hindu,260.0,0.66
Yukon,province,2001,Jewish,35.0,0.12
Yukon,province,2011,Jewish,20.0,0.06
Yukon,province,2021,Jewish,65.0,0.16
Yukon,province,2001,Muslim,60.0,0.21
Yukon,province,2011,Muslim,40.0,0.12
Yukon,province,2021,Muslim,185.0,0.47
Yukon,province,2001,No religion / secular,11015.0,38.62
Yukon,province,2011,No religion / secular,16635.0,49.92
Yukon,province,2021,No religion / secular,23645.0,59.73
Yukon,province,2001,Other religions,330.0,1.16
Yukon,province,2011,Other religions,300.0,0.9
Yukon,province,2021,Other religions,600.0,1.52
Yukon,province,2001,Sikh,100.0,0.35
Yukon,province,2011,Sikh,90.0,0.27
Yukon,province,2021,Sikh,385.0,0.97
Yukon,province,2001,Indigenous,185.0,0.65
Yukon,province,2011,Indigenous,395.0,1.19
Yukon,province,2021,Indigenous,320.0,0.81
