country_code,year,gdp_per_capita,country_name
NZL,1973,4968.047004,New Zealand
NZL,1974,5596.734558,New Zealand
NZL,1975,6193.917474,New Zealand
NZL,1976,6503.464848,New Zealand
NZL,1977,6424.382994,New Zealand
NZL,1978,7175.790075,New Zealand
NZL,1979,7680.000519,New Zealand
NZL,1980,8436.086111,New Zealand
NZL,1981,9488.566297,New Zealand
NZL,1982,10310.952624,New Zealand
NZL,1983,11072.446814,New Zealand
NZL,1984,12099.299049,New Zealand
NZL,1985,12439.718544,New Zealand
NZL,1986,13179.887452,New Zealand
NZL,1987,13324.216326,New Zealand
NZL,1988,13716.708031,New Zealand
NZL,1989,14302.416344,New Zealand
NZL,1990,14622.430866,New Zealand
NZL,1991,14457.10921,New Zealand
NZL,1992,14832.566666,New Zealand
NZL,1993,15842.449136,New Zealand
NZL,1994,17040.100833,New Zealand
NZL,1995,17780.455152,New Zealand
NZL,1996,18317.071225,New Zealand
NZL,1997,19045.307378,New Zealand
NZL,1998,19288.403385,New Zealand
NZL,1999,20537.414244,New Zealand
NZL,2000,21457.502218,New Zealand
NZL,2001,22401.407165,New Zealand
NZL,2002,23180.407929,New Zealand
NZL,2003,23891.10889,New Zealand
NZL,2004,25039.217361,New Zealand
NZL,2005,25590.441556,New Zealand
NZL,2006,27652.229909,New Zealand
NZL,2007,29251.732888,New Zealand
NZL,2008,29817.097495,New Zealand
NZL,2009,30637.219769,New Zealand
NZL,2010,31218.343524,New Zealand
NZL,2011,32670.737598,New Zealand
NZL,2012,32973.366509,New Zealand
NZL,2013,36091.841189,New Zealand
NZL,2014,37107.105841,New Zealand
NZL,2015,37264.455775,New Zealand
NZL,2016,39726.945129,New Zealand
NZL,2017,41995.787917,New Zealand
NZL,2018,42310.333757,New Zealand
NZL,2019,45012.488916,New Zealand
NZL,2020,45533.658782,New Zealand
NZL,2021,48202.087583,New Zealand
NZL,2022,53833.067313,New Zealand
NZL,2023,54617.775911,New Zealand
NZL,2024,55691.878727,New Zealand
NZL,2025,57261.106929,New Zealand
SWE,1970,4887.291402,Sweden
SWE,1971,5148.369991,Sweden
SWE,1972,5477.790899,Sweden
SWE,1973,5996.164436,Sweden
SWE,1974,6724.931448,Sweden
SWE,1975,7506.912863,Sweden
SWE,1976,7974.653802,Sweden
SWE,1977,8305.644977,Sweden
SWE,1978,9019.333728,Sweden
SWE,1979,10119.485464,Sweden
SWE,1980,11199.551972,Sweden
SWE,1981,12300.229059,Sweden
SWE,1982,13215.322734,Sweden
SWE,1983,13987.248397,Sweden
SWE,1984,15090.336334,Sweden
SWE,1985,15879.129484,Sweden
SWE,1986,16595.134521,Sweden
SWE,1987,17518.020865,Sweden
SWE,1988,18516.291761,Sweden
SWE,1989,19620.544873,Sweden
SWE,1990,20350.474692,Sweden
SWE,1991,20657.605067,Sweden
SWE,1992,20760.697521,Sweden
SWE,1993,20709.180992,Sweden
SWE,1994,21823.574095,Sweden
SWE,1995,23076.533705,Sweden
SWE,1996,23948.142561,Sweden
SWE,1997,24814.690668,Sweden
SWE,1998,25894.579971,Sweden
SWE,1999,27497.393471,Sweden
SWE,2000,29638.924158,Sweden
SWE,2001,29943.192415,Sweden
SWE,2002,30980.881294,Sweden
SWE,2003,31789.075554,Sweden
SWE,2004,33804.81695,Sweden
SWE,2005,34208.914617,Sweden
SWE,2006,37660.109595,Sweden
SWE,2007,40821.942458,Sweden
SWE,2008,41913.489431,Sweden
SWE,2009,40102.527574,Sweden
SWE,2010,41956.291951,Sweden
SWE,2011,44334.246331,Sweden
SWE,2012,45216.868117,Sweden
SWE,2013,46104.879291,Sweden
SWE,2014,46836.782787,Sweden
SWE,2015,48762.744179,Sweden
SWE,2016,50215.031704,Sweden
SWE,2017,51386.592307,Sweden
SWE,2018,52962.188337,Sweden
SWE,2019,56881.050434,Sweden
SWE,2020,57396.259715,Sweden
SWE,2021,62190.857743,Sweden
SWE,2022,66263.391463,Sweden
SWE,2023,68052.463005,Sweden
SWE,2024,71381.448249,Sweden
SWE,2025,72917.157797,Sweden
USA,1970,5233.352349,United States
USA,1971,5608.545346,United States
USA,1972,6093.20516,United States
USA,1973,6725.406839,United States
USA,1974,7224.204995,United States
USA,1975,7801.167695,United States
USA,1976,8590.244216,United States
USA,1977,9450.431025,United States
USA,1978,10562.860184,United States
USA,1979,11671.536965,United States
USA,1980,12547.12681,United States
USA,1981,13943.171542,United States
USA,1982,14399.353194,United States
USA,1983,15508.007835,United States
USA,1984,17080.014721,United States
USA,1985,18192.326398,United States
USA,1986,19027.646323,United States
USA,1987,19993.226076,United States
USA,1988,21367.896156,United States
USA,1989,22804.674457,United States
USA,1990,23835.319229,United States
USA,1991,24289.547588,United States
USA,1992,25378.624641,United States
USA,1993,26350.492927,United States
USA,1994,27660.268357,United States
USA,1995,28657.512716,United States
USA,1996,29932.157767,United States
USA,1997,31424.438925,United States
USA,1998,32817.981996,United States
USA,1999,34479.794364,United States
USA,2000,36299.662179,United States
USA,2001,37100.259855,United States
USA,2002,37954.255361,United States
USA,2003,39419.885806,United States
USA,2004,41659.613397,United States
USA,2005,44052.400557,United States
USA,2006,46234.163576,United States
USA,2007,47976.184512,United States
USA,2008,48498.453811,United States
USA,2009,47122.976733,United States
USA,2010,48570.346571,United States
USA,2011,49951.892299,United States
USA,2012,51644.919129,United States
USA,2013,53234.733183,United States
USA,2014,55094.20052,United States
USA,2015,56796.977767,United States
USA,2016,57930.913353,United States
USA,2017,60001.581167,United States
USA,2018,62825.006014,United States
USA,2019,65171.438574,United States
USA,2020,64414.422123,United States
USA,2021,71354.679507,United States
USA,2022,77926.16719,United States
USA,2023,82505.457048,United States
USA,2024,86146.556109,United States
USA,2025,89984.617364,United States
